"tahun,provinsi,kabupaten_kota,kecamatan,kelurahan,jenis_kelamin,pekerjaan,jumlah"
"2020,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,PEREMPUAN,Perdagangan,0"
"2020,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,PEREMPUAN,Petani/Pekebun,0"
"2020,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,PEREMPUAN,Nelayan/Perikanan,0"
"2020,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,PEREMPUAN,Industri,0"
"2020,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,PEREMPUAN,Konstruksi,0"
"2020,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,PEREMPUAN,Transportasi,0"
"2020,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,PEREMPUAN,Karyawan Swasta,1257"
"2020,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,PEREMPUAN,Karyawan BUMN,2"
"2020,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,PEREMPUAN,Karyawan BUMD,1"
"2020,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,PEREMPUAN,Karyawan Honorer,3"
"2020,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,PEREMPUAN,Buruh Harian Lepas,54"
"2020,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,PEREMPUAN,Buruh Tani/Perkebunan,0"
"2020,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,PEREMPUAN,Pembantu Rumah Tangga,3"
"2020,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,PEREMPUAN,Tukang Jahit,2"
"2020,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,PEREMPUAN,Penata Rambut,1"
"2020,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,PEREMPUAN,Mekanik,0"
"2020,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,PEREMPUAN,Seniman,9"
"2020,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,PEREMPUAN,Perancang Busana,0"
"2020,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,PEREMPUAN,Penterjemah,0"
"2020,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,PEREMPUAN,Pendeta,3"
"2020,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,PEREMPUAN,Pastor,0"
"2020,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,PEREMPUAN,Wartawan,1"
"2020,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,PEREMPUAN,Anggota DPR-RI,0"
"2020,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,PEREMPUAN,Dosen,3"
"2020,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,PEREMPUAN,Guru,96"
"2020,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,PEREMPUAN,Pilot,0"
"2020,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,PEREMPUAN,Pengacara,1"
"2020,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,PEREMPUAN,Notaris,5"
"2020,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,PEREMPUAN,Arsitek,2"
"2020,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,PEREMPUAN,Konsultan,0"
"2020,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,PEREMPUAN,Dokter,25"
"2020,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,PEREMPUAN,Bidan,1"
"2020,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,PEREMPUAN,Perawat,15"
"2020,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,PEREMPUAN,Psikiater/Psikolog,1"
"2020,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,PEREMPUAN,Pelaut,0"
"2020,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,PEREMPUAN,Peneliti,0"
"2020,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,PEREMPUAN,Sopir,0"
"2020,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,PEREMPUAN,Pedagang,36"
"2020,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,PEREMPUAN,Biarawan/Biarawati,6"
"2020,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,PEREMPUAN,Wiraswasta,374"
"2020,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,PEREMPUAN,Lainnya,13"
"2020,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,PEREMPUAN,Belum/Tidak Bekerja,55"
"2020,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,PEREMPUAN,Mengurus Rumah Tangga,2766"
"2020,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,PEREMPUAN,Pelajar/Mahasiswa,90"
"2020,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,PEREMPUAN,Pensiunan,24"
"2020,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,PEREMPUAN,Pegawai Negeri Sipil,28"
"2020,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,PEREMPUAN,Tentara Nasional Indonesia,0"
"2020,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,PEREMPUAN,Kepolisian RI,1"
"2020,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,PEREMPUAN,Perdagangan,1"
"2020,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,PEREMPUAN,Petani/Pekebun,1"
"2020,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,PEREMPUAN,Nelayan/Perikanan,0"
"2020,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,PEREMPUAN,Industri,0"
"2020,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,PEREMPUAN,Konstruksi,0"
"2020,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,PEREMPUAN,Transportasi,0"
"2020,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,PEREMPUAN,Karyawan Swasta,769"
"2020,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,PEREMPUAN,Karyawan BUMN,5"
"2020,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,PEREMPUAN,Karyawan BUMD,0"
"2020,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,PEREMPUAN,Karyawan Honorer,6"
"2020,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,PEREMPUAN,Buruh Harian Lepas,27"
"2020,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,PEREMPUAN,Buruh Tani/Perkebunan,1"
"2020,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,PEREMPUAN,Buruh Nelayan/Perikanan,0"
"2020,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,PEREMPUAN,Pembantu Rumah Tangga,1"
"2020,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,PEREMPUAN,Tukang Las/Pandai Besi,0"
"2020,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,PEREMPUAN,Tukang Jahit,1"
"2020,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,PEREMPUAN,Penata Rambut,0"
"2020,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,PEREMPUAN,Mekanik,0"
"2020,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,PEREMPUAN,Seniman,1"
"2020,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,PEREMPUAN,Imam Mesjid,0"
"2020,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,PEREMPUAN,Pendeta,4"
"2020,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,PEREMPUAN,Wartawan,1"
"2020,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,PEREMPUAN,Ustadz/Mubaligh,0"
"2020,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,PEREMPUAN,Anggota DPRD Provinsi,0"
"2020,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,PEREMPUAN,Dosen,1"
"2020,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,PEREMPUAN,Guru,71"
"2020,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,PEREMPUAN,Pilot,0"
"2020,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,PEREMPUAN,Pengacara,0"
"2020,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,PEREMPUAN,Konsultan,0"
"2020,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,PEREMPUAN,Dokter,4"
"2020,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,PEREMPUAN,Bidan,3"
"2020,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,PEREMPUAN,Perawat,9"
"2020,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,PEREMPUAN,Pelaut,1"
"2020,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,PEREMPUAN,Peneliti,0"
"2020,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,PEREMPUAN,Sopir,0"
"2020,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,PEREMPUAN,Pedagang,37"
"2020,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,PEREMPUAN,Wiraswasta,148"
"2020,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,PEREMPUAN,Lainnya,10"
"2020,DKI JAKARTA,JAKARTA UTARA,KOJA,KOJA,PEREMPUAN,Belum/Tidak Bekerja,47"
"2020,DKI JAKARTA,JAKARTA UTARA,KOJA,KOJA,PEREMPUAN,Mengurus Rumah Tangga,1852"
"2020,DKI JAKARTA,JAKARTA UTARA,KOJA,KOJA,PEREMPUAN,Pelajar/Mahasiswa,60"
"2020,DKI JAKARTA,JAKARTA UTARA,KOJA,KOJA,PEREMPUAN,Pensiunan,10"
"2020,DKI JAKARTA,JAKARTA UTARA,KOJA,KOJA,PEREMPUAN,Pegawai Negeri Sipil,7"
"2020,DKI JAKARTA,JAKARTA UTARA,KOJA,KOJA,PEREMPUAN,Tentara Nasional Indonesia,0"
"2020,DKI JAKARTA,JAKARTA UTARA,KOJA,KOJA,PEREMPUAN,Kepolisian RI,0"
"2020,DKI JAKARTA,JAKARTA UTARA,KOJA,KOJA,PEREMPUAN,Perdagangan,1"
"2020,DKI JAKARTA,JAKARTA UTARA,KOJA,KOJA,PEREMPUAN,Petani/Pekebun,0"
"2020,DKI JAKARTA,JAKARTA UTARA,KOJA,KOJA,PEREMPUAN,Nelayan/Perikanan,0"
"2020,DKI JAKARTA,JAKARTA UTARA,KOJA,KOJA,PEREMPUAN,Industri,0"
"2020,DKI JAKARTA,JAKARTA UTARA,KOJA,KOJA,PEREMPUAN,Konstruksi,0"
"2020,DKI JAKARTA,JAKARTA UTARA,KOJA,KOJA,PEREMPUAN,Karyawan Swasta,376"
"2020,DKI JAKARTA,JAKARTA UTARA,KOJA,KOJA,PEREMPUAN,Karyawan BUMN,0"
"2020,DKI JAKARTA,JAKARTA UTARA,KOJA,KOJA,PEREMPUAN,Karyawan BUMD,1"
"2020,DKI JAKARTA,JAKARTA UTARA,KOJA,KOJA,PEREMPUAN,Karyawan Honorer,1"
"2020,DKI JAKARTA,JAKARTA UTARA,KOJA,KOJA,PEREMPUAN,Buruh Harian Lepas,18"
"2020,DKI JAKARTA,JAKARTA UTARA,KOJA,KOJA,PEREMPUAN,Buruh Nelayan/Perikanan,0"
"2020,DKI JAKARTA,JAKARTA UTARA,KOJA,KOJA,PEREMPUAN,Pembantu Rumah Tangga,3"
"2020,DKI JAKARTA,JAKARTA UTARA,KOJA,KOJA,PEREMPUAN,Tukang Jahit,0"
"2020,DKI JAKARTA,JAKARTA UTARA,KOJA,KOJA,PEREMPUAN,Penata Rias,1"
"2020,DKI JAKARTA,JAKARTA UTARA,KOJA,KOJA,PEREMPUAN,Mekanik,0"
"2020,DKI JAKARTA,JAKARTA UTARA,KOJA,KOJA,PEREMPUAN,Seniman,0"
"2020,DKI JAKARTA,JAKARTA UTARA,KOJA,KOJA,PEREMPUAN,Pendeta,0"
"2020,DKI JAKARTA,JAKARTA UTARA,KOJA,KOJA,PEREMPUAN,Wartawan,0"
"2020,DKI JAKARTA,JAKARTA UTARA,KOJA,KOJA,PEREMPUAN,Ustadz/Mubaligh,0"
"2020,DKI JAKARTA,JAKARTA UTARA,KOJA,KOJA,PEREMPUAN,Anggota DPRD Provinsi,0"
"2020,DKI JAKARTA,JAKARTA UTARA,KOJA,KOJA,PEREMPUAN,Dosen,0"
"2020,DKI JAKARTA,JAKARTA UTARA,KOJA,KOJA,PEREMPUAN,Guru,27"
"2020,DKI JAKARTA,JAKARTA UTARA,KOJA,KOJA,PEREMPUAN,Pilot,0"
"2020,DKI JAKARTA,JAKARTA UTARA,KOJA,KOJA,PEREMPUAN,Pengacara,0"
"2020,DKI JAKARTA,JAKARTA UTARA,KOJA,KOJA,PEREMPUAN,Notaris,0"
"2020,DKI JAKARTA,JAKARTA UTARA,KOJA,KOJA,PEREMPUAN,Akuntan,0"
"2020,DKI JAKARTA,JAKARTA UTARA,KOJA,KOJA,PEREMPUAN,Konsultan,0"
"2020,DKI JAKARTA,JAKARTA UTARA,KOJA,KOJA,PEREMPUAN,Dokter,4"
"2020,DKI JAKARTA,JAKARTA UTARA,KOJA,KOJA,PEREMPUAN,Bidan,3"
"2020,DKI JAKARTA,JAKARTA UTARA,KOJA,KOJA,PEREMPUAN,Perawat,15"
"2020,DKI JAKARTA,JAKARTA UTARA,KOJA,KOJA,PEREMPUAN,Pelaut,0"
"2020,DKI JAKARTA,JAKARTA UTARA,KOJA,KOJA,PEREMPUAN,Sopir,0"
"2020,DKI JAKARTA,JAKARTA UTARA,KOJA,KOJA,PEREMPUAN,Pedagang,72"
"2020,DKI JAKARTA,JAKARTA UTARA,KOJA,KOJA,PEREMPUAN,Wiraswasta,109"
"2020,DKI JAKARTA,JAKARTA UTARA,KOJA,KOJA,PEREMPUAN,Lainnya,8"
"2020,DKI JAKARTA,JAKARTA UTARA,KOJA,TUGU UTARA,PEREMPUAN,Belum/Tidak Bekerja,39"
"2020,DKI JAKARTA,JAKARTA UTARA,KOJA,TUGU UTARA,PEREMPUAN,Mengurus Rumah Tangga,4348"
"2020,DKI JAKARTA,JAKARTA UTARA,KOJA,TUGU UTARA,PEREMPUAN,Pelajar/Mahasiswa,170"
"2020,DKI JAKARTA,JAKARTA UTARA,KOJA,TUGU UTARA,PEREMPUAN,Pensiunan,52"
"2020,DKI JAKARTA,JAKARTA UTARA,KOJA,TUGU UTARA,PEREMPUAN,Pegawai Negeri Sipil,53"
"2020,DKI JAKARTA,JAKARTA UTARA,KOJA,TUGU UTARA,PEREMPUAN,Tentara Nasional Indonesia,1"
"2020,DKI JAKARTA,JAKARTA UTARA,KOJA,TUGU UTARA,PEREMPUAN,Kepolisian RI,1"
"2020,DKI JAKARTA,JAKARTA UTARA,KOJA,TUGU UTARA,PEREMPUAN,Perdagangan,0"
"2020,DKI JAKARTA,JAKARTA UTARA,KOJA,TUGU UTARA,PEREMPUAN,Petani/Pekebun,0"
"2020,DKI JAKARTA,JAKARTA UTARA,KOJA,TUGU UTARA,PEREMPUAN,Nelayan/Perikanan,0"
"2020,DKI JAKARTA,JAKARTA UTARA,KOJA,TUGU UTARA,PEREMPUAN,Industri,0"
"2020,DKI JAKARTA,JAKARTA UTARA,KOJA,TUGU UTARA,PEREMPUAN,Transportasi,1"
"2020,DKI JAKARTA,JAKARTA UTARA,KOJA,TUGU UTARA,PEREMPUAN,Karyawan Swasta,985"
"2020,DKI JAKARTA,JAKARTA UTARA,KOJA,TUGU UTARA,PEREMPUAN,Karyawan BUMN,12"
"2020,DKI JAKARTA,JAKARTA UTARA,KOJA,TUGU UTARA,PEREMPUAN,Karyawan BUMD,1"
"2020,DKI JAKARTA,JAKARTA UTARA,KOJA,TUGU UTARA,PEREMPUAN,Karyawan Honorer,4"
"2020,DKI JAKARTA,JAKARTA UTARA,KOJA,TUGU UTARA,PEREMPUAN,Buruh Harian Lepas,34"
"2020,DKI JAKARTA,JAKARTA UTARA,KOJA,TUGU UTARA,PEREMPUAN,Buruh Tani/Perkebunan,0"
"2020,DKI JAKARTA,JAKARTA UTARA,KOJA,TUGU UTARA,PEREMPUAN,Pembantu Rumah Tangga,4"
"2020,DKI JAKARTA,JAKARTA UTARA,KOJA,TUGU UTARA,PEREMPUAN,Tukang Jahit,1"
"2020,DKI JAKARTA,JAKARTA UTARA,KOJA,TUGU UTARA,PEREMPUAN,Mekanik,0"
"2020,DKI JAKARTA,JAKARTA UTARA,KOJA,TUGU UTARA,PEREMPUAN,Seniman,2"
"2020,DKI JAKARTA,JAKARTA UTARA,KOJA,TUGU UTARA,PEREMPUAN,Pendeta,4"
"2020,DKI JAKARTA,JAKARTA UTARA,KOJA,TUGU UTARA,PEREMPUAN,Wartawan,2"
"2020,DKI JAKARTA,JAKARTA UTARA,KOJA,TUGU UTARA,PEREMPUAN,Ustadz/Mubaligh,0"
"2020,DKI JAKARTA,JAKARTA UTARA,KOJA,TUGU UTARA,PEREMPUAN,Anggota DPR-RI,0"
"2020,DKI JAKARTA,JAKARTA UTARA,KOJA,TUGU UTARA,PEREMPUAN,Dosen,5"
"2020,DKI JAKARTA,JAKARTA UTARA,KOJA,TUGU UTARA,PEREMPUAN,Guru,89"
"2020,DKI JAKARTA,JAKARTA UTARA,KOJA,TUGU UTARA,PEREMPUAN,Pilot,0"
"2020,DKI JAKARTA,JAKARTA UTARA,KOJA,TUGU UTARA,PEREMPUAN,Pengacara,0"
"2020,DKI JAKARTA,JAKARTA UTARA,KOJA,TUGU UTARA,PEREMPUAN,Notaris,0"
"2020,DKI JAKARTA,JAKARTA UTARA,KOJA,TUGU UTARA,PEREMPUAN,Arsitek,0"
"2020,DKI JAKARTA,JAKARTA UTARA,KOJA,TUGU UTARA,PEREMPUAN,Konsultan,0"
"2020,DKI JAKARTA,JAKARTA UTARA,KOJA,TUGU UTARA,PEREMPUAN,Dokter,6"
"2020,DKI JAKARTA,JAKARTA UTARA,KOJA,TUGU UTARA,PEREMPUAN,Bidan,5"
"2020,DKI JAKARTA,JAKARTA UTARA,KOJA,TUGU UTARA,PEREMPUAN,Perawat,12"
"2020,DKI JAKARTA,JAKARTA UTARA,KOJA,TUGU UTARA,PEREMPUAN,Apoteker,0"
"2020,DKI JAKARTA,JAKARTA UTARA,KOJA,TUGU UTARA,PEREMPUAN,Pelaut,1"
"2020,DKI JAKARTA,JAKARTA UTARA,KOJA,TUGU UTARA,PEREMPUAN,Sopir,0"
"2020,DKI JAKARTA,JAKARTA UTARA,KOJA,TUGU UTARA,PEREMPUAN,Pedagang,31"
"2020,DKI JAKARTA,JAKARTA UTARA,KOJA,TUGU UTARA,PEREMPUAN,Wiraswasta,268"
"2020,DKI JAKARTA,JAKARTA UTARA,KOJA,TUGU UTARA,PEREMPUAN,Lainnya,13"
"2020,DKI JAKARTA,JAKARTA UTARA,KOJA,LAGOA,PEREMPUAN,Belum/Tidak Bekerja,95"
"2020,DKI JAKARTA,JAKARTA UTARA,KOJA,LAGOA,PEREMPUAN,Mengurus Rumah Tangga,3949"
"2020,DKI JAKARTA,JAKARTA UTARA,KOJA,LAGOA,PEREMPUAN,Pelajar/Mahasiswa,108"
"2020,DKI JAKARTA,JAKARTA UTARA,KOJA,LAGOA,PEREMPUAN,Pensiunan,25"
"2020,DKI JAKARTA,JAKARTA UTARA,KOJA,LAGOA,PEREMPUAN,Pegawai Negeri Sipil,30"
"2020,DKI JAKARTA,JAKARTA UTARA,KOJA,LAGOA,PEREMPUAN,Tentara Nasional Indonesia,1"
"2020,DKI JAKARTA,JAKARTA UTARA,KOJA,LAGOA,PEREMPUAN,Kepolisian RI,0"
"2020,DKI JAKARTA,JAKARTA UTARA,KOJA,LAGOA,PEREMPUAN,Perdagangan,1"
"2020,DKI JAKARTA,JAKARTA UTARA,KOJA,LAGOA,PEREMPUAN,Petani/Pekebun,1"
"2020,DKI JAKARTA,JAKARTA UTARA,KOJA,LAGOA,PEREMPUAN,Nelayan/Perikanan,1"
"2020,DKI JAKARTA,JAKARTA UTARA,KOJA,LAGOA,PEREMPUAN,Industri,0"
"2020,DKI JAKARTA,JAKARTA UTARA,KOJA,LAGOA,PEREMPUAN,Konstruksi,0"
"2020,DKI JAKARTA,JAKARTA UTARA,KOJA,LAGOA,PEREMPUAN,Transportasi,0"
"2020,DKI JAKARTA,JAKARTA UTARA,KOJA,LAGOA,PEREMPUAN,Karyawan Swasta,827"
"2020,DKI JAKARTA,JAKARTA UTARA,KOJA,LAGOA,PEREMPUAN,Karyawan BUMN,4"
"2020,DKI JAKARTA,JAKARTA UTARA,KOJA,LAGOA,PEREMPUAN,Karyawan BUMD,0"
"2020,DKI JAKARTA,JAKARTA UTARA,KOJA,LAGOA,PEREMPUAN,Karyawan Honorer,0"
"2020,DKI JAKARTA,JAKARTA UTARA,KOJA,LAGOA,PEREMPUAN,Buruh Harian Lepas,60"
"2020,DKI JAKARTA,JAKARTA UTARA,KOJA,LAGOA,PEREMPUAN,Buruh Tani/Perkebunan,1"
"2020,DKI JAKARTA,JAKARTA UTARA,KOJA,LAGOA,PEREMPUAN,Buruh Nelayan/Perikanan,0"
"2020,DKI JAKARTA,JAKARTA UTARA,KOJA,LAGOA,PEREMPUAN,Pembantu Rumah Tangga,5"
"2020,DKI JAKARTA,JAKARTA UTARA,KOJA,LAGOA,PEREMPUAN,Tukang Listrik,0"
"2020,DKI JAKARTA,JAKARTA UTARA,KOJA,LAGOA,PEREMPUAN,Tukang Jahit,1"
"2020,DKI JAKARTA,JAKARTA UTARA,KOJA,LAGOA,PEREMPUAN,Mekanik,0"
"2020,DKI JAKARTA,JAKARTA UTARA,KOJA,LAGOA,PEREMPUAN,Seniman,1"
"2020,DKI JAKARTA,JAKARTA UTARA,KOJA,LAGOA,PEREMPUAN,Pendeta,3"
"2020,DKI JAKARTA,JAKARTA UTARA,KOJA,LAGOA,PEREMPUAN,Wartawan,2"
"2020,DKI JAKARTA,JAKARTA UTARA,KOJA,LAGOA,PEREMPUAN,Ustadz/Mubaligh,0"
"2020,DKI JAKARTA,JAKARTA UTARA,KOJA,LAGOA,PEREMPUAN,Dosen,3"
"2020,DKI JAKARTA,JAKARTA UTARA,KOJA,LAGOA,PEREMPUAN,Guru,68"
"2020,DKI JAKARTA,JAKARTA UTARA,KOJA,LAGOA,PEREMPUAN,Pengacara,0"
"2020,DKI JAKARTA,JAKARTA UTARA,KOJA,LAGOA,PEREMPUAN,Arsitek,0"
"2020,DKI JAKARTA,JAKARTA UTARA,KOJA,LAGOA,PEREMPUAN,Konsultan,0"
"2020,DKI JAKARTA,JAKARTA UTARA,KOJA,LAGOA,PEREMPUAN,Dokter,5"
"2020,DKI JAKARTA,JAKARTA UTARA,KOJA,LAGOA,PEREMPUAN,Bidan,2"
"2020,DKI JAKARTA,JAKARTA UTARA,KOJA,LAGOA,PEREMPUAN,Perawat,9"
"2020,DKI JAKARTA,JAKARTA UTARA,KOJA,LAGOA,PEREMPUAN,Apoteker,2"
"2020,DKI JAKARTA,JAKARTA UTARA,KOJA,LAGOA,PEREMPUAN,Pelaut,0"
"2020,DKI JAKARTA,JAKARTA UTARA,KOJA,LAGOA,PEREMPUAN,Sopir,0"
"2020,DKI JAKARTA,JAKARTA UTARA,KOJA,LAGOA,PEREMPUAN,Pedagang,104"
"2020,DKI JAKARTA,JAKARTA UTARA,KOJA,LAGOA,PEREMPUAN,Biarawan/Biarawati,5"
"2020,DKI JAKARTA,JAKARTA UTARA,KOJA,LAGOA,PEREMPUAN,Wiraswasta,151"
"2020,DKI JAKARTA,JAKARTA UTARA,KOJA,LAGOA,PEREMPUAN,Lainnya,13"
"2020,DKI JAKARTA,JAKARTA UTARA,KOJA,RAWA BADAK UTARA,PEREMPUAN,Belum/Tidak Bekerja,45"
"2020,DKI JAKARTA,JAKARTA UTARA,KOJA,RAWA BADAK UTARA,PEREMPUAN,Mengurus Rumah Tangga,2085"
"2020,DKI JAKARTA,JAKARTA UTARA,KOJA,RAWA BADAK UTARA,PEREMPUAN,Pelajar/Mahasiswa,49"
"2020,DKI JAKARTA,JAKARTA UTARA,KOJA,RAWA BADAK UTARA,PEREMPUAN,Pensiunan,30"
"2020,DKI JAKARTA,JAKARTA UTARA,KOJA,RAWA BADAK UTARA,PEREMPUAN,Pegawai Negeri Sipil,16"
"2020,DKI JAKARTA,JAKARTA UTARA,KOJA,RAWA BADAK UTARA,PEREMPUAN,Tentara Nasional Indonesia,0"
"2020,DKI JAKARTA,JAKARTA UTARA,KOJA,RAWA BADAK UTARA,PEREMPUAN,Kepolisian RI,0"
"2020,DKI JAKARTA,JAKARTA UTARA,KOJA,RAWA BADAK UTARA,PEREMPUAN,Perdagangan,1"
"2020,DKI JAKARTA,JAKARTA UTARA,KOJA,RAWA BADAK UTARA,PEREMPUAN,Petani/Pekebun,0"
"2020,DKI JAKARTA,JAKARTA UTARA,KOJA,RAWA BADAK UTARA,PEREMPUAN,Nelayan/Perikanan,0"
"2020,DKI JAKARTA,JAKARTA UTARA,KOJA,RAWA BADAK UTARA,PEREMPUAN,Industri,1"
"2020,DKI JAKARTA,JAKARTA UTARA,KOJA,RAWA BADAK UTARA,PEREMPUAN,Konstruksi,0"
"2020,DKI JAKARTA,JAKARTA UTARA,KOJA,RAWA BADAK UTARA,PEREMPUAN,Karyawan Swasta,390"
"2020,DKI JAKARTA,JAKARTA UTARA,KOJA,RAWA BADAK UTARA,PEREMPUAN,Karyawan BUMN,6"
"2020,DKI JAKARTA,JAKARTA UTARA,KOJA,RAWA BADAK UTARA,PEREMPUAN,Karyawan BUMD,0"
